Scientific Name,SSID,QID,WordNet Definition,Wikidata Description,Status,Accept,
Quercus michauxii,12295648-n,Q1460497,medium to large deciduous tree of moist areas of southeastern United States similar to the basket oak,species of plant,No taxon match,TRUE,
Mutinus caninus,13062072-n,Q1500672,a stinkhorn having a stalk without a cap; the slimy gleba is simply plastered on its surface near the apex where winged insects can find it,species of fungus,No taxon match,TRUE,
Thomomys talpoides,02357433-n,Q1769015,greyish to brown gopher of western and central United States,species of mammal,No taxon match,TRUE,
Stephanotis floribunda,13260075-n,Q1786657,twining woody vine of Madagascar having thick dark waxy evergreen leaves and clusters of large fragrant waxy white flowers along the stems; widely cultivated in warm regions,species of plant,No taxon match,TRUE,
Elagatis bipinnulata,02580034-n,Q1807925,streamlined cigar-shaped jack; good game fish,species of fish,No taxon match,TRUE,
Sorex palustris,01895385-n,Q2043191,water shrew of North America,species of mammal,No taxon match,TRUE,
Stenotomus chrysops,02596083-n,Q2151537,found in Atlantic coastal waters of North America from South Carolina to Maine; esteemed as a panfish,species of fish,No taxon match,TRUE,
Zamia pumila,11622542-n,Q2252144,small tough woody zamia of Florida and West Indies and Cuba; roots and half-buried stems yield an arrowroot,species of plant,No taxon match,TRUE,
Trachurus symmetricus,02583310-n,Q2626960,a California food fish,species of fish,No taxon match,TRUE,
Diodora apertura,01952140-n,Q3739561,marine limpet having a conical shell with an opening at the apex,species of mollusc,No taxon match,TRUE,
Chrysophyllum oliviforme,12794677-n,Q5114905,tropical American timber tree with dark hard heavy wood and small plumlike purple fruit,species of plant,No taxon match,TRUE,
Macrozamia communis,11624497-n,Q5402509,large attractive palmlike evergreen cycad of New South Wales,species of plant,No taxon match,TRUE,
Leymus condensatus,12139907-n,Q6538092,stout perennial grass of western North America,species of plant,No taxon match,TRUE,
Vaccinium pallidum,12269458-n,Q7907968,low deciduous shrub of the eastern United States bearing dark blue sweet berries,species of plant,No taxon match,TRUE,
Scindapsus aureus,11809196-n,Q10368906,evergreen liana widely cultivated for its variegated foliage,species of plant,No taxon match,TRUE,
Neolentinus ponderosus,13072106-n,Q10597380,a gilled polypore with a large cap (up to 15 inches in diameter) and a broad stalk; edible when young and tender,species of fungus,No taxon match,TRUE,
Matricaria tchihatchewii,12049508-n,Q15556736,low densely tufted perennial herb of Turkey having small white flowers; used as a ground cover in dry places; sometimes included in genus Matricaria,species of plant,No taxon match,TRUE,
Helipterum manglesii,12028235-n,Q15560837,Australian annual everlasting having light pink nodding flower heads; sometimes placed in genus Helipterum,species of plant,No taxon match,TRUE,
Rhus vernix,12787355-n,Q21877235,smooth American swamp shrub with pinnate leaves and greenish flowers followed by greenish white berries; yields an irritating oil,species of plant,No taxon match,TRUE,
Lycopodium alopecuroides,13244741-n,Q21976231,ground pine thickly covered with bristly leaves; widely distributed in barren sandy or peaty moist coastal regions of eastern and southeastern United States,species of plant,No taxon match,TRUE,
Melia azadirachta,12717253-n,Q21976318,large semi-evergreen tree of the East Indies; trunk exudes a tenacious gum; bitter bark used as a tonic; seeds yield an aromatic oil; sometimes placed in genus Melia,species of plant,No taxon match,TRUE,
Bufo canorus,01649821-n,Q24248378,of high Sierra Nevada meadows and forest borders,species of amphibian,No taxon match,TRUE,
Spatula clypeata,01851617-n,Q28106731,freshwater duck of the Northern Hemisphere having a broad flat bill,species of bird,No taxon match,TRUE,
Gleichenia flabellata,13192108-n,Q38232026,large Australasian fern with fanlike repeatedly forked fronds; sometimes placed in genus Gleichenia,species of Equisetopsida,No taxon match,TRUE,
Mesembryanthemum edule,11839978-n,Q38408382,low-growing South African succulent plant having a capsular fruit containing edible pulp,species of plant,No taxon match,TRUE,
Rhus rhodanthema,12783165-n,Q38422945,evergreen of Australia yielding a dark yellow wood,species of plant,No taxon match,TRUE,
Helichrysum secundiflorum,12020125-n,Q38763210,shrub with white woolly branches and woolly leaves having fragrant flowers forming long sprays; flowers suitable for drying; sometimes placed in genus Helichrysum,species of plant,No taxon match,TRUE,
Gentiana crinita,12317252-n,Q38999552,tall widely distributed fringed gentian of eastern North America having violet-blue or white fringed flowers,species of plant,No taxon match,TRUE,
Acanthocereus pentagonus,11863522-n,Q41793314,cactus of the southwestern United States and northern Mexico having edible juicy fruit,species of plant,No taxon match,TRUE,
Cyclophorus lingua,13199182-n,Q50828702,east Asian fern having fronds shaped like tongues; sometimes placed in genus Cyclophorus,species of plant,No taxon match,TRUE,
Sedum rosea,12807033-n,Q50862450,Eurasian mountain plant with fleshy pink-tipped leaves and a cluster of yellow flowers,species of plant,No taxon match,TRUE,
Satureja grandiflora,12864076-n,Q50867783,"aromatic herb with large pink flowers; native to southern and southeastern Europe, Anatolia, northern Iran",species of plant,No taxon match,TRUE,
Dryopteris phegopteris,13251976-n,Q65937181,beech fern of North America and Eurasia,species of fern,No taxon match,TRUE,
Gentiana holopetala,12318024-n,Q85189749,small blue-flowered fringed gentian of Sierra Nevada mountains,,No taxon match,TRUE,
Nipa fruticans,12612819-n,Q85192860,any creeping semiaquatic feather palm of the genus Nipa found in mangrove swamps and tidal estuaries; its sap is used for a liquor; leaves are used for thatch; fruit has edible seeds,,No taxon match,TRUE,
Senecio cruentus,12022176-n,Q87587596,herb of Canary Islands widely cultivated for its blue or purple or red or variegated daisylike flowers,,No taxon match,TRUE,
Gossypium peruvianum,12197646-n,Q87626490,cotton with long rough hairy fibers,,No taxon match,TRUE,
Quamoclit pennata,12848030-n,Q104952843,tropical American annual climber having red (sometimes white) flowers and finely dissected leaves; naturalized in United States and elsewhere,species of plant,No taxon match,TRUE,
Palometa simillima,02636307-n,Q107330919,smaller than Florida pompano; common in West Indies,species of fish,No taxon match,TRUE,
Oligoporus leucospongia,13072774-n,Q108117910,a pore fungus with a whitish cottony soft cap found on conifer logs in forests at high elevation in the western United States and adjacent Canada,species of fungi in the genus Oligoporus,No taxon match,TRUE,
Cattleya citrina,12081605-n,Q109512732,Mexican epiphytic orchid with glaucous grey-green leaves and lemon- to golden-yellow flowers appearing only partially opened; sometimes placed in genus Cattleya,,No taxon match,TRUE,
Hymenoxys acaulis,12045689-n,Q109688782,perennial having tufted basal leaves and short leafless stalks each bearing a solitary yellow flower head; dry hillsides and plains of west central North America,,No taxon match,TRUE,
Lactuca scariola,12007980-n,Q110558795,European annual wild lettuce having prickly stems; a troublesome weed in parts of United States,,No taxon match,TRUE,
Aerobacter aerogenes,01356573-n,Q115944464,a species of Gram-negative aerobic bacteria that produce gas and acid from sugars and are sometimes involved in the souring of milk,species of bacterium,No taxon match,TRUE,
Nelumbo nucifera,11737868-n,Q16528,native to eastern Asia; widely cultivated for its large pink or white flowers,species of plant,No taxon match,TRUE,
Artemisia maritima,12034824-n,Q27978,plants of western and northern European coasts,species of plant,No taxon match,TRUE,
Sinapis arvensis,11917191-n,Q27986,weedy Eurasian plant often a pest in grain fields,species of plant,No taxon match,TRUE,
Euphorbia hirta,88957229-n,Q36177,"an annual herb that grows in open grasslands, roadsides and pathways that originates in the Americas and is used in traditional herbal medicine","species of hairy herb grown in open grasslands, roadsides, and pathways",No taxon match,TRUE,
Prionailurus bengalensis,02128969-n,Q42627,small spotted wildcat of southern Asia and Malaysia,species of mammal,No taxon match,TRUE,
Ursus americanus,02135813-n,Q122783,brown to black North American bear; smaller and less ferocious than the brown bear,species of bear,No taxon match,TRUE,
Gypaetus barbatus,01620084-n,Q126167,the largest Eurasian bird of prey; having black feathers hanging around the bill,species of bird,No taxon match,TRUE,
Pinus sylvestris,11637113-n,Q133128,medium large two-needled pine of northern Europe and Asia having flaking red-brown bark,species of plant,No taxon match,TRUE,
Rosa canina,12641871-n,Q146066,prickly wild rose with delicate pink or white scentless flowers; native to Europe,species of plant,No taxon match,TRUE,
Sinapis alba,11916988-n,Q146202,Eurasian mustard cultivated for its pungent seeds; a source of table mustard and mustard oil,species of plant,No taxon match,TRUE,
Araucaria araucana,11666618-n,Q158780,large Chilean evergreen conifer having intertwined branches and bearing edible nuts,species of plant,No taxon match,TRUE,
Parnassia palustris,12822541-n,Q161633,plant having ovate leaves in a basal rosette and white starlike flowers netted with green,species of plant,No taxon match,TRUE,
Dactylis glomerata,12136946-n,Q161735,widely grown stout Old World hay and pasture grass,species of plant,No taxon match,TRUE,
Physalis alkekengi,12931635-n,Q161780,Old World perennial cultivated for its ornamental inflated papery orange-red calyx,species of plant with bright red or orange papery covering,No taxon match,TRUE,
Gentiana acaulis,12314641-n,Q163785,low-growing alpine plant cultivated for its dark glossy green leaves in basal rosettes and showy solitary bell-shaped blue flowers,species of plant,No taxon match,TRUE,
Hydrilla verticillata,12634467-n,Q164181,submersed plant with whorled lanceolate leaves and solitary axillary flowers; Old World plant naturalized in southern United States and clogging Florida's waterways,species of plant,No taxon match,TRUE,
Podocarpus latifolius,11673204-n,Q164767,erect or shrubby tree of Africa having ridged dark grey bark and rigid glossy medium to long leaves,species of plant,No taxon match,TRUE,
Otocolobus manul,02129439-n,Q166794,small wildcat of the mountains of Siberia and Tibet and Mongolia,species of mammal,No taxon match,TRUE,
Lycaon pictus,02119390-n,Q173651,a powerful doglike mammal of southern and eastern Africa that hunts in large packs; now rare in settled area,species of canid native to Sub-Saharan Africa,No taxon match,TRUE,
Cryptoprocta ferox,02139104-n,Q183330,largest carnivore of Madagascar; intermediate in some respects between cats and civets,"cat-like, carnivorous mammal native to Madagascar",No taxon match,TRUE,
Yucca elata,12503787-n,Q200844,tall arborescent yucca of southwestern United States,species of perennial plant,No taxon match,TRUE,
Picea mariana,11646255-n,Q218425,small spruce of boggy areas of northeastern North America having spreading branches with dense foliage; inferior wood,species of plant,No taxon match,TRUE,
